ID,employ,gender_us,age_us,birthyr,region_us,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__9,social_nets_mem__10,social_nets_mem__11,social_nets_mem__12,social_nets_mem__13,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,social_nets_mem_other,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,age_cross,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,country,age_int_all,age_grp_all,gender,age,region,duration,weight_pol
299,5,2,66,1951,3,5,13,1,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,4,2,2,5,1,2,1,1,1,2,1,3,3,4,4,3,4,5,3,1,1,1,1,6,10,85,230,66,5,2,66,3,23.7333333333,.974812732
300,4,1,71,1946,3,6,21,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,541,2,4,7,5,2,4,4,4,1,4,4,5,4,5,5,5,5,5,3,1,1,1,1,3,5,37,230,71,5,1,71,3,6.78333333333,3.789639624
301,1,1,56,1961,4,9,53,1,4,1,3,2,97,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0, ,819,2,1,1,2,1,2,2,3,1,3,2,2,1,4,2,2,4,1,3,4,1,1,2,3,5,26,230,56,5,1,56,4,14.4833333333,.759316097
302,1,1,52,1965,3,5,11,1,5,3,3,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,511,1,1,1,2,1,1,1,1,1,1,1,4,2,4,3,4,3,5,2,3,1,1,3,2,4,27,230,52,4,1,52,3,11.75,.838864281
303,5,1,73,1944,2,3,26,1,6,3,1,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,505,1,1,1,3,1,4,1,3,3,3,2,4,4,3,5,5,3,5,3,2,1,1,4,3,5,40,230,73,5,1,73,2,29.75,.868454857
304,1,2,28,1989,4,9,6,1,6,1,1,2,8,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,862,2,1,1,1,1,1,1,1,1,3,2,4,5,3,3,3,1,5,1,2,1,1,4,4,7,52,230,28,2,2,28,4,33.65,.686796636
305,5,2,59,1958,2,3,17,2,3,1,1,2,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,602,2,1,1,2,1,1,2,4,1,2,1,5,3,5,5,4,1,4,3,2,2,2,2,6,10,78,230,59,5,2,59,2,21.75,.755465486
306,5,2,76,1941,4,9,6,1,4,1,1,2,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,803,2,1,1,3,1,3,2,2,1,1,1,5,5,5,5,3,4,5,3,2,1,1,2,6,10,86,230,76,5,2,76,4,20.2833333333,.983557224
307,5,1,74,1943,3,5,12,1,2,1,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,561,2,2,2,4,1,2,5,5,2,2,1,5,5,4,5,5,3,5,3,2,1,1,1,3,5,37,230,74,5,1,74,3,16.4333333333,.779111676
308,5,1,73,1944,1,2,36,1,6,1,1,2,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,501,2,1,1,3,1,5,5,5,1,5,3,5,5,5,5,4,3,5,3,3,1,1,4,3,5,40,230,73,5,1,73,1,48.5,.868454857
309,5,2,79,1938,1,1,9,1,5,4,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,1,2,2,4,1,5,1,1,1,4,1,5,5,4,5,5,5,5,3,2,1,1,3,6,10,87,230,79,5,2,79,1,18.1833333333,1.115107764
310,5,2,65,1952,3,5,11,1,6,4,1,2,8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Fetlife,511,4,1,1,3,1,3,3,3,1,3,3,5,5,3,5,3,3,5,3,2,1,1,4,6,10,88,230,65,5,2,65,3,12.4666666667,1.086597568
311,1,1,43,1974,3,7,40,1,5,1,1,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,650,4,2,2,4,1,1,2,1,2,2,3,3,3,5,2,1,5,3,2,3,1,1,3,2,3,15,230,43,3,1,43,3,7.83333333333,.708017543
312,4,2,55,1962,3,5,10,7,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,504,1,1,1,3,1,5,2,2,2,2,5,3,3,4,4,4,3,2,3,1,1,4,2,6,10,74,230,55,5,2,55,3,35.3333333333,.665886452
313,5,2,67,1950,2,3,39,1,4,4,1,2,97,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,510,1,1,1,3,1,2,2,1,2,2,1,5,4,4,5,5,3,5,3,4,1,1,2,6,10,86,230,67,5,2,67,2,35.2166666667,.983557224
314,5,2,70,1947,3,6,28,2,3,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,647,2,1,1,3,1,4,4,4,1,4,5,5,5,5,5,5,5,5,3,1,2,2,2,6,10,90,230,70,5,2,70,3,11.6833333333,1.115871234
315,5,1,70,1947,3,5,37,1,2,1,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,517,2,2,2,4,1,3,3,1,1,2,1,5,2,4,5,3,4,5,3,2,1,1,1,3,5,37,230,70,5,1,70,3,29.4333333333,.779111676
316,1,1,41,1976,2,4,19,1,5,1,1,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,679,3,2,2,3,1,3,2,1,2,3,3,4,4,5,5,5,5,5,2,3,1,1,3,2,3,15,230,41,3,1,41,2,11.3333333333,.708017543
317,1,2,36,1981,2,3,26,1,5,1,1,1,11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,513,3,1,1,2,1,2,1,2,1,3,1,4,4,4,4,4,4,3,2,3,1,1,3,5,8,63,230,36,3,2,36,2,76.05,.651468566
318,1,2,54,1963,2,4,19,1,3,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,637,2,4,7,4,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2,2,1,1,2,5,9,74,230,54,4,2,54,2,5.06666666667,1.973142357
319,6,2,52,1965,3,7,48,7,3,3,6,2,97,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,612,3,2,2,3,1,1,1,4,1,4,1,5,4,5,5,1,5,5,2,4,1,4,2,5,9,74,230,52,4,2,52,3,683.466666667,.683358011
320,1,2,54,1963,3,5,12,1,3,1,1,2,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,534,2,2,2,4,1,3,2,1,1,3,3,3,3,3,3,4,5,4,2,2,1,1,2,5,9,74,230,54,4,2,54,3,23.35,.683358011
321,2,2,43,1974,4,9,6,1,5,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,5,1,1,3,1,3,2,3,1,3,2,4,3,4,3,3,1,4,2,3,1,1,3,5,8,63,230,43,3,2,43,4,13.8833333333,.651468566
322,1,2,49,1968,1,1,50,6,6,1,1,2,9,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0, ,523,2,1,1,2,1,3,3,3,1,3,2,4,4,3,4,4,3,4,2,3,1,4,4,5,9,76,230,49,4,2,49,1,49.5666666667,.735646673
323,2,2,71,1946,2,3,17,1,3,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,648,2,2,2,4,1,2,2,1,1,3,1,5,5,4,5,5,5,5,3,3,1,1,2,6,10,86,230,71,5,2,71,2,147.433333333,1.009363843
324,5,1,75,1942,2,4,27,1,3,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,724,1,2,2,4,1,3,2,2,1,2,1,5,3,5,5,5,5,5,3,1,1,1,2,3,5,38,230,75,5,1,75,2,17.5666666667,.806726389
325,6,1,63,1954,1,2,42,1,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,577,2,1,1,3,1,3,3,3,3,3,3,5,2,4,5,3,3,5,3,1,1,1,1,3,5,25,230,63,5,1,63,1,18.95,.733324266
326,5,1,81,1936,3,7,48,1,5,1,1,2,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,623,2,2,2,4,1,2,4,2,1,2,1,5,4,4,5,3,5,5,3,3,1,1,3,3,5,39,230,81,5,1,81,3,42.6,.891241415
327,5,1,63,1954,3,5,54,1,2,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,564,2,2,1,4,1,2,2,2,1,1,2,3,2,4,3,3,3,4,3,2,1,1,1,3,5,25,230,63,5,1,63,3,15.6333333333,1.288392319
328,7,2,55,1962,1,2,34,1,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,3,1,1,3,1,4,2,3,1,4,2,4,2,3,4,3,4,5,3,2,1,1,1,6,10,73,230,55,5,2,55,1,15.8333333333,.643092772
329,1,1,77,1940,3,7,48,1,2,1,1,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,692,4,2,2,5,1,2,5,2,1,2,1,4,4,4,5,2,5,5,3,2,1,1,1,3,5,37,230,77,5,1,77,3,22.5,.779111676
330,1,1,51,1966,2,3,55,1,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,676,1,2,2,5,1,3,2,2,2,5,2,4,4,5,5,5,5,5,2,1,1,1,1,2,4,25,230,51,4,1,51,2,18.65,.752565261
331,1,1,53,1964,4,9,41,1,3,5,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,813,3,1,1,2,1,4,3,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,2,2,4,26,230,53,4,1,53,4,12.6333333333,.759316097
332,1,1,27,1990,4,8,32,1,6,5,5,2,5,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0, ,839,1,1,1,1,1,2,2,2,1,4,3,4,4,4,4,4,3,5,1,2,1,1,4,1,2,4,230,27,2,1,27,4,7.98333333333,1.247650918
333,2,2,54,1963,1,2,42,1,4,1,1,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0, ,508,2,3,2,4,1,3,2,1,1,2,1,5,4,5,3,4,5,3,2,2,1,1,2,5,9,74,230,54,4,2,54,1,18.25,.237347205
334,1,1,33,1984,1,1,44,1,5,1,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,521,1,4,7,4,1,3,1,3,3,3,2,4,2,3,4,3,3,2,1,1,1,1,3,1,2,15,230,33,2,1,33,1,5.75,1.037546675
335,5,2,70,1947,4,9,6,1,1,4,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,825,3,2,2,5,1,2,2,4,1,4,1,5,5,5,5,5,5,5,3,2,1,1,1,6,10,85,230,70,5,2,70,4,16.5,.974812732
336,1,2,29,1988,2,3,17,1,4,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,649,3,2,2,4,1,2,1,2,2,3,1,3,3,5,2,2,5,5,1,1,1,1,2,4,7,50,230,29,2,2,29,2,205.016666667,.637980161
337,5,1,77,1940,3,6,47,1,2,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,691,2,1,1,3,1,1,2,2,1,2,2,5,4,4,4,3,3,5,3,4,1,1,1,3,5,37,230,77,5,1,77,3,24.5333333333,.759191963
338,5,1,65,1952,4,9,6,1,2,3,1,2,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,862,1,2,2,5,1,2,3,3,3,4,3,4,3,3,4,3,4,5,3,4,1,1,1,3,5,37,230,65,5,1,65,4,18.0666666667,.779111676
339,5,1,84,1933,3,5,12,1,4,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,539,2,2,2,4,1,2,2,1,1,2,1,5,5,5,5,5,5,5,3,1,1,1,2,3,5,38,230,84,5,1,84,3,21.3666666667,.806726389
340,7,1,41,1976,4,9,6,1,2,1,4,2,97,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0, ,807,2,3,6,6,1,3,2,3,1,4,5,4,3,3,3,4,1,5,2,4,1,1,1,2,3,13,230,41,3,1,41,4,10.0833333333,.168156563
341,1,1,49,1968,2,3,39,1,4,6,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,535,5,1,1,3,1,4,4,4,4,4,4,5,4,4,5,5,5,3,2,3,1,1,2,2,4,26,230,49,4,1,49,2,56.65,.759316097
342,5,2,70,1947,1,2,42,1,3,1,1,2,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,504,2,2,2,3,1,1,1,1,1,2,1,5,5,5,5,5,5,5,3,3,1,1,2,6,10,86,230,70,5,2,70,1,39.5333333333,1.009363843
343,1,1,57,1960,3,7,48,1,6,1,1,2,97,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0, ,618,2,2,6,4,1,3,1,2,1,1,1,3,4,5,3,4,5,3,3,4,1,1,4,3,5,28,230,57,5,1,57,3,13.9833333333,.673394294
344,2,1,64,1953,2,4,20,1,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,678,1,3,4,3,1,4,3,3,2,4,2,4,2,3,4,4,3,5,3,1,1,1,2,3,5,26,230,64,5,1,64,2,25.8333333333,.211707463
345,2,2,52,1965,1,2,42,1,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,577,4,4,2,4,1,2,1,1,1,2,1,3,1,3,4,1,4,5,2,2,1,1,1,5,9,73,230,52,4,2,52,1,15.25,.386210853
346,1,2,48,1969,2,3,55,1,6,1,1,1,10,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,669,4,2,2,4,1,2,1,1,1,2,1,4,5,3,2,4,5,5,2,3,1,1,4,5,9,76,230,48,4,2,48,2,61.4833333333,.754948603
347,1,1,52,1965,3,5,12,1,2,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,548,4,2,2,4,1,2,2,1,1,3,2,3,5,5,4,4,5,4,2,4,1,1,1,2,4,25,230,52,4,1,52,3,7.78333333333,.752565261
348,6,2,64,1953,3,6,47,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,575,2,2,2,6,1,4,3,2,1,4,1,5,3,3,5,5,4,5,3,1,1,1,1,6,10,73,230,64,5,2,64,3,12.0666666667,.659966269
349,1,1,50,1967,2,4,19,1,5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,624,3,2,2,2,1,4,4,2,1,4,1,3,2,3,3,3,5,5,2,1,1,1,3,2,4,27,230,50,4,1,50,2,11.6333333333,.86087444
350,2,1,37,1980,2,4,27,1,2,5,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,724,2,4,2,3,1,3,3,3,1,2,3,5,5,5,5,4,5,5,2,4,1,1,1,2,3,13,230,37,3,1,37,2,9.88333333333,.362202218
351,1,1,33,1984,1,2,36,1,2,6,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,501,2,2,2,4,1,1,1,1,1,4,1,1,5,5,1,5,5,5,1,4,1,1,1,1,2,13,230,33,2,1,33,1,13.2666666667,.618939745
352,2,1,59,1958,4,9,53,3,3,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,819,2,2,2,5,1,3,3,1,1,1,1,5,3,3,4,4,5,2,3,4,3,3,2,3,5,34,230,59,5,1,59,4,18.5333333333,.698873654
353,5,1,61,1956,3,5,51,1,3,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,556,7,3,2,4,1,2,2,2,1,3,5,3,4,4,3,3,4,4,3,1,1,1,2,3,5,26,230,61,5,1,61,3,59.0833333333,.270649076
354,5,1,62,1955,3,5,13,1,3,1,1,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,503,2,1,2,4,1,1,2,4,2,1,4,1,1,5,4,2,5,5,3,3,1,1,2,3,5,26,230,62,5,1,62,3,14.55,.443525554
355,6,1,51,1966,3,5,10,1,3,1,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,2,1,3,3,1,3,2,3,2,3,2,5,3,4,5,5,4,5,2,1,1,1,2,2,4,26,230,51,4,1,51,3,13.5333333333,.34693512
356,5,1,73,1944,3,5,51,1,5,1,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,544,2,2,2,4,1,2,2,2,1,2,2,5,5,4,5,5,5,5,3,3,1,1,3,3,5,39,230,73,5,1,73,3,13.1,.891241415
357,5,2,74,1943,3,7,22,1,2,1,5,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,716,2,2,1,4,1,3,4,2,1,2,2,5,5,5,5,4,5,5,3,4,1,1,1,6,10,85,230,74,5,2,74,3,12.7666666667,1.668880164
358,2,2,72,1945,3,7,48,1,3,4,1,2,9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,623,3,2,2,5,1,4,1,3,1,2,1,4,3,3,4,4,5,5,3,3,1,1,2,6,10,86,230,72,5,2,72,3,1139.3,1.009363843
359,1,2,52,1966,3,7,22,1,2,5,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,622,2,2,2,4,1,1,1,2,1,2,1,3,2,3,3,3,3,4,2,1,1,1,1,5,9,73,230,52,4,2,52,3,13.9166666667,.659966269
360,5,1,83,1934,4,9,41,1,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,820,2,1,2,4,1,1,1,1,1,1,1,5,2,4,5,5,5,5,3,1,1,1,2,3,5,38,230,83,5,1,83,4,15.4666666667,.459170726
361,1,1,48,1969,3,7,22,1,4,3,6,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,642,1,2,2,4,1,1,1,3,1,1,2,1,4,4,1,1,5,5,2,3,1,1,2,2,4,26,230,48,4,1,48,3,11.8166666667,.779239067
362,1,1,70,1947,3,7,40,1,5,1,1,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,650,2,2,2,4,1,1,2,1,2,3,1,5,5,5,5,5,5,5,3,3,1,1,3,3,5,39,230,70,5,1,70,3,17,.891241415
363,5,2,73,1944,4,8,8,1,6,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,752,1,2,2,5,1,3,4,2,1,3,1,5,2,3,5,3,5,5,3,1,1,1,4,6,10,88,230,73,5,2,73,4,14.3833333333,1.115107764
364,1,2,53,1964,1,1,44,1,2,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,521,5,4,7,6,2,1,1,1,1,2,1,3,3,3,3,3,3,5,2,2,1,1,1,5,9,73,230,53,4,2,53,1,8.58333333333,1.905600548
365,6,1,30,1987,3,5,54,6,2,6,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,564,2,4,7,3,3,1,3,3,2,2,1,3,2,4,3,3,4,1,1,1,1,4,1,1,2,13,230,30,2,1,30,3,247.766666667,3.010555039
366,5,2,69,1948,2,3,39,2,2,5,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,535,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,2,3,4,3,1,2,2,1,6,10,89,230,69,5,2,69,2,24.9666666667,1.255166197
367,5,1,71,1946,3,5,12,1,3,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,539,2,2,2,5,1,4,5,2,5,5,2,5,5,5,5,5,5,5,3,3,1,1,2,3,5,38,230,71,5,1,71,3,18.5333333333,.806726389
368,1,1,45,1972,3,5,13,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,3,3,2,5,1,1,1,1,1,1,2,1,2,1,1,1,1,5,2,1,1,1,1,2,4,25,230,45,4,1,45,3,8.18333333333,.261384601
369,1,2,64,1953,2,3,39,1,3,4,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,542,1,1,1,3,1,5,2,2,1,4,2,4,3,4,4,3,2,5,3,2,1,1,2,6,10,74,230,64,5,2,64,2,19.3333333333,.665886452
370,1,2,30,1987,2,4,31,1,3,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,652,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,2,4,7,62,230,30,2,2,30,2,20.5166666667,.589690823
371,5,2,72,1945,1,2,42,1,2,1,1,2,97,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0, ,566,2,2,2,4,1,1,2,1,1,2,1,5,3,5,5,5,5,5,3,4,1,1,1,6,10,85,230,72,5,2,72,1,22.5166666667,.974812732
372,5,1,65,1952,4,8,8,1,3,1,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,751,2,2,2,4,1,2,3,1,1,3,1,4,4,4,5,4,5,5,3,3,1,1,2,3,5,38,230,65,5,1,65,4,15.7166666667,.806726389
373,5,2,57,1960,3,7,5,2,5,5,1,2,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,693,2,1,1,1,1,4,1,4,1,4,2,5,5,1,5,5,3,1,3,3,2,2,3,6,10,79,230,57,5,2,57,3,20.15,1.058191901
374,2,2,42,1975,3,5,51,1,2,5,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,556,3,4,7,6,2,2,1,2,1,2,1,4,1,3,4,2,2,3,2,1,1,1,1,5,8,61,230,42,3,2,42,3,5.31666666667,1.687547709
375,6,2,59,1959,3,7,22,1,2,1,1,2,97,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0, ,628,2,2,2,5,1,1,1,2,1,1,1,1,1,5,1,1,4,4,3,4,1,1,1,6,10,73,230,59,5,2,59,3,33.5166666667,.659966269
376,1,1,55,1962,1,2,36,1,4,1,1,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,514,5,2,2,4,1,1,1,1,1,1,1,5,5,4,5,4,5,5,3,3,1,1,2,3,5,26,230,55,5,1,55,1,16.5,.779239067
377,1,1,49,1969,1,2,36,3,2,5,6,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,501,1,4,7,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,2,4,33,230,49,4,1,49,1,7.33333333333,1.24798162
378,1,2,48,1969,1,1,9,2,2,5,1,1,4,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0, ,533,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,1,5,9,77,230,48,4,2,48,1,7.33333333333,.849770756
379,5,1,73,1944,1,1,44,3,2,3,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,521,1,1,1,3,1,3,1,3,1,4,1,1,1,1,1,1,1,5,3,2,3,3,1,3,5,45,230,73,5,1,73,1,17.9,.85911638
380,4,1,64,1953,1,2,36,1,5,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,2,2,3,6,1,3,2,3,1,3,1,4,3,3,4,2,4,4,3,1,1,1,3,3,5,27,230,64,5,1,64,1,131.933333333,.673394294
381,5,1,84,1934,2,3,39,1,1,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,535,2,4,7,5,2,1,2,1,1,1,1,1,1,1,1,1,3,5,3,4,1,1,1,3,5,37,230,84,5,1,84,2,22.3166666667,3.789639624
382,1,1,58,1960,2,3,39,2,3,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,535,3,4,7,6,1,4,3,3,1,4,2,4,5,4,5,5,5,5,3,2,2,2,2,3,5,30,230,58,5,1,58,2,13.5,1.295533931
383,5,2,75,1942,3,7,22,1,3,1,1,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,716,2,2,2,5,1,2,2,1,1,2,1,5,5,5,5,5,5,5,3,3,1,1,2,6,10,86,230,75,5,2,75,3,35.85,1.009363843
384,4,1,35,1982,1,2,34,1,5,5,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0, ,504,1,3,1,1,1,3,1,2,1,2,2,3,4,3,3,3,3,4,2,1,1,1,3,2,3,15,230,35,3,1,35,1,74.8833333333,.421001661
385,5,1,64,1953,3,6,47,1,2,1,1,2,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,557,2,1,7,3,1,1,3,1,1,2,1,5,5,5,5,4,3,5,3,2,1,1,1,3,5,25,230,64,5,1,64,3,20,1.072637527
386,2,2,69,1948,3,5,10,1,6,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,576,2,2,3,3,1,2,2,1,1,2,1,4,1,3,3,3,3,5,3,2,1,1,4,6,10,88,230,69,5,2,69,3,9.96666666667,.872261007
387,5,2,85,1932,4,8,49,1,3,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,770,2,2,2,5,1,2,1,1,1,1,1,5,4,4,5,4,5,5,3,2,1,1,2,6,10,86,230,85,5,2,85,4,16.8833333333,1.009363843
388,5,1,80,1938,1,2,42,1,2,1,1,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,566,2,1,2,4,1,1,1,1,1,1,1,3,4,4,3,3,4,5,3,3,1,1,1,3,5,37,230,80,5,1,80,1,16.4,.443453046
389,2,2,68,1950,2,4,29,1,6,1,1,2,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,603,2,2,2,4,1,2,1,1,1,2,1,4,4,4,3,3,4,5,3,4,1,1,4,6,10,88,230,68,5,2,68,2,12.2166666667,1.115107764
390,1,2,54,1963,4,9,2,1,6,1,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,745,2,1,1,2,1,2,2,2,1,2,1,3,3,4,4,4,3,1,2,2,1,1,4,5,9,76,230,54,4,2,54,4,12.2333333333,.735646673
391,8,1,25,1992,3,5,12,1,6,5,3,2,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0, ,530,4,2,3,4,1,2,1,1,1,3,2,4,3,2,2,3,2,4,1,3,1,1,4,1,2,4,230,25,2,1,25,3,8.81666666667,1.001545814
392,1,1,47,1970,1,1,25,1,3,1,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,506,3,4,7,1,3,4,4,4,4,4,4,5,5,5,5,5,1,4,2,4,1,1,2,2,4,26,230,47,4,1,47,1,9.86666666667,3.790259258
393,5,2,75,1942,3,5,12,1,2,4,6,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,539,1,2,7,4,1,2,1,1,1,2,1,3,2,3,3,4,4,5,3,4,1,1,1,6,10,85,230,75,5,2,75,3,31.9666666667,2.4410804
394,5,2,76,1941,3,5,12,1,3,3,1,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0, ,561,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,3,5,3,1,1,1,2,6,10,86,230,76,5,2,76,3,103.716666667,.983557224
