ID,employ,gender_us,age_us,birthyr,region_us,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__9,social_nets_mem__10,social_nets_mem__11,social_nets_mem__12,social_nets_mem__13,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,social_nets_mem_other,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,age_cross,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,country,age_int_all,age_grp_all,gender,age,region,duration,weight_pol
395,7,2,49,1968,2,3,18,3,5,5,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,602,7,1,1,6,1,1,1,1,1,1,1,3,3,3,3,3,3,5,2,4,3,3,3,5,9,83,230,49,4,2,49,2,9.75,.462073763
396,6,1,37,1980,2,3,17,1,2,5,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,602,2,4,7,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,2,3,13,230,37,3,1,37,2,4.2,3.010555039
397,5,1,82,1935,3,6,28,1,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,746,2,2,2,4,1,4,1,1,1,1,1,5,4,5,5,5,5,5,3,2,1,1,2,3,5,38,230,82,5,1,82,3,11.9,.806726389
398,5,2,81,1937,4,9,6,1,4,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,803,2,2,2,4,1,2,2,2,1,1,1,4,4,3,4,4,5,5,3,4,1,1,2,6,10,86,230,81,5,2,81,4,24.2833333333,1.009363843
399,5,1,70,1947,3,6,21,1,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,649,1,2,2,5,1,4,2,2,1,4,1,5,5,4,5,5,5,5,3,2,1,1,1,3,5,37,230,70,5,1,70,3,13.0833333333,.779111676
400,5,1,76,1941,1,1,9,1,5,1,1,2,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,2,2,2,4,1,1,1,1,1,1,1,4,4,4,4,4,5,5,3,2,1,1,3,3,5,39,230,76,5,1,76,1,17.9166666667,.891241415
401,5,2,86,1931,3,6,47,1,3,4,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,557,1,2,2,5,1,2,1,2,1,1,1,5,5,3,5,4,5,5,3,1,1,1,2,6,10,86,230,86,5,2,86,3,21.35,1.009363843
402,1,2,62,1956,2,3,39,1,2,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,510,2,2,2,4,1,3,2,1,1,2,1,4,4,5,3,4,4,5,3,1,1,1,1,6,10,73,230,62,5,2,62,2,27.6666666667,.659966269
403,4,2,46,1972,4,9,53,1,4,5,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,881,3,1,1,3,1,4,4,4,4,4,4,5,5,5,5,5,2,5,2,1,1,1,2,5,9,74,230,46,4,2,46,4,5.56666666667,.665886452
404,2,2,53,1964,2,3,26,1,2,5,1,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0, ,563,1,4,7,6,1,1,4,3,1,4,1,5,5,5,5,5,5,5,2,1,1,1,1,5,9,73,230,53,4,2,53,2,9.46666666667,.967131133
405,4,1,55,1962,2,3,55,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,751,1,1,1,6,1,4,2,2,2,2,2,4,3,3,4,3,3,5,3,1,1,1,1,3,5,25,230,55,5,1,55,2,6.75,.733324266
406,5,1,83,1934,3,5,51,1,6,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,544,2,2,2,5,1,2,2,1,1,2,2,5,1,5,5,4,4,5,3,1,1,1,4,3,5,40,230,83,5,1,83,3,24.4166666667,.891241415
407,5,2,78,1939,3,7,48,1,6,4,1,2,5,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,618,2,1,1,2,1,3,2,4,1,4,1,5,4,5,5,5,3,5,3,2,1,1,4,6,10,88,230,78,5,2,78,3,157.416666667,1.086597568
408,6,2,62,1955,3,5,24,1,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,512,2,4,7,3,1,1,1,1,1,1,1,1,1,1,5,1,3,5,3,1,1,1,1,6,10,73,230,62,5,2,62,3,19.8666666667,.967131133
409,6,2,64,1953,3,7,48,1,3,3,1,2,97,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,709,1,3,2,5,1,5,1,1,1,4,1,5,5,1,5,3,3,5,3,4,1,1,2,6,10,74,230,64,5,2,64,3,25.1,.237347205
410,5,1,75,1942,4,8,8,1,6,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,751,2,2,2,4,1,1,1,1,1,1,1,5,3,4,5,4,5,5,3,4,1,1,4,3,5,40,230,75,5,1,75,4,12.25,.891241415
411,6,1,61,1956,2,3,39,1,3,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,554,2,1,1,3,1,1,1,1,1,1,1,5,2,2,5,2,2,5,3,2,1,1,2,3,5,26,230,61,5,1,61,2,17.8166666667,.759316097
412,6,1,44,1974,2,3,39,5,3,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,510,2,4,7,6,1,1,1,1,1,3,1,5,5,1,5,3,5,5,2,1,1,4,2,2,3,14,230,44,3,1,44,2,13.0833333333,.93915775
413,4,1,49,1968,4,9,6,1,6,5,1,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,825,1,4,7,1,2,3,2,2,1,2,2,3,1,5,3,3,1,1,2,1,1,1,4,2,4,28,230,49,4,1,49,4,11.1166666667,4.187337952
414,1,1,41,1976,3,5,13,1,2,1,1,2,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,4,2,2,4,1,1,1,1,1,1,1,4,4,5,5,4,5,5,2,3,1,1,1,2,3,13,230,41,3,1,41,3,12.6333333333,.618939745
415,5,1,74,1943,1,2,36,1,4,1,1,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,501,2,2,2,4,1,1,1,1,1,2,1,3,3,5,4,5,5,5,3,2,1,1,2,3,5,38,230,74,5,1,74,1,45.1,.806726389
416,6,1,63,1954,3,5,12,1,5,1,1,2,12,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,539,2,4,7,5,1,3,2,2,1,2,1,4,4,5,4,4,5,5,3,3,1,1,3,3,5,27,230,63,5,1,63,3,10.5833333333,1.261547009
417,1,2,56,1962,2,3,39,1,2,5,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,535,1,4,7,3,3,3,2,2,1,4,1,1,2,3,4,1,2,5,3,1,1,1,1,6,10,73,230,56,5,2,56,2,16.0333333333,1.905600548
418,1,1,64,1954,3,7,48,1,3,1,1,2,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,623,2,2,2,4,1,1,1,1,1,2,1,4,2,4,4,3,5,2,3,3,1,1,2,3,5,26,230,64,5,1,64,3,17.2666666667,.779239067
419,5,1,59,1958,2,3,17,1,4,1,1,2,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,2,2,2,5,1,3,2,1,1,1,1,5,4,4,5,3,5,5,3,3,1,1,2,3,5,26,230,59,5,1,59,2,247.3,.779239067
420,5,1,75,1942,4,9,6,1,4,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,825,2,2,2,6,1,1,1,1,1,1,1,1,2,1,1,1,2,5,3,4,1,1,2,3,5,38,230,75,5,1,75,4,37.1,.806726389
421,6,1,57,1960,3,5,12,1,4,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,534,2,1,1,3,1,1,3,1,1,3,3,5,2,4,5,3,1,5,3,1,1,1,2,3,5,26,230,57,5,1,57,3,19.1833333333,.759316097
422,2,2,63,1954,2,3,17,1,3,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,602,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,3,5,3,1,1,1,2,6,10,74,230,63,5,2,63,2,6.05,.665886452
423,4,2,51,1966,4,9,6,1,4,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,803,1,2,2,4,1,5,5,5,5,5,5,4,5,5,5,5,5,3,2,1,1,1,2,5,9,74,230,51,4,2,51,4,13.05,.683358011
424,5,2,65,1952,1,2,42,2,2,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0, ,504,6,1,1,3,1,2,2,3,2,3,1,4,3,5,4,4,3,5,3,1,2,2,1,6,10,89,230,65,5,2,65,1,11.65,1.255166197
425,5,2,72,1945,3,5,13,2,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,2,1,1,3,1,5,1,2,1,1,1,5,5,4,5,5,3,5,3,2,2,2,1,6,10,89,230,72,5,2,72,3,12.3666666667,1.255166197
426,1,1,59,1958,4,9,6,1,3,1,1,2,12,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0, ,800,2,2,2,5,1,2,1,1,1,2,1,4,1,5,4,3,5,3,3,3,1,1,2,3,5,26,230,59,5,1,59,4,44.3,.779239067
427,6,2,63,1954,2,3,39,1,4,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,547,2,1,6,4,1,4,4,4,2,4,2,4,4,4,4,4,3,5,3,4,1,1,2,6,10,74,230,63,5,2,63,2,16.9666666667,.304246673
428,5,2,87,1930,3,7,40,1,6,4,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,671,1,2,2,5,1,2,1,1,1,1,1,4,5,3,4,5,4,5,3,4,1,1,4,6,10,88,230,87,5,2,87,3,40.8666666667,1.115107764
429,5,2,81,1936,4,9,53,1,2,4,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,819,3,1,2,6,1,4,4,4,4,4,4,5,5,5,5,5,5,5,3,2,1,1,1,6,10,85,230,81,5,2,81,4,30.6833333333,.554841736
430,5,1,73,1944,3,5,12,1,3,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,528,1,2,2,5,1,2,1,3,1,1,2,4,5,4,4,4,4,5,3,1,1,1,2,3,5,38,230,73,5,1,73,3,17.6333333333,.806726389
431,1,1,47,1970,2,3,55,1,5,1,1,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,669,2,2,2,4,1,1,2,1,2,2,1,4,5,4,4,3,5,3,2,3,1,1,3,2,4,27,230,47,4,1,47,2,19.1833333333,.86087444
432,6,2,59,1958,1,1,23,1,2,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,537,2,4,7,3,1,1,1,1,1,2,1,5,4,4,5,3,4,5,3,2,1,1,1,6,10,73,230,59,5,2,59,1,19.9833333333,.967131133
433,5,2,59,1959,3,7,48,1,4,1,1,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,623,2,4,7,3,2,1,2,1,1,3,2,5,5,5,5,5,5,5,3,3,1,1,2,6,10,74,230,59,5,2,59,3,12.7833333333,1.973142357
434,5,2,83,1934,1,1,44,1,5,4,1,2,97,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,521,1,1,1,3,1,2,1,5,5,2,1,5,5,5,5,4,4,5,3,4,1,1,3,6,10,87,230,83,5,2,83,1,23.9666666667,1.086597568
435,7,2,35,1982,4,9,6,1,4,1,1,1,8,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,803,6,1,1,1,1,2,1,4,1,4,1,5,5,5,5,5,5,5,2,2,1,1,2,5,8,62,230,35,3,2,35,4,69.8833333333,.589690823
436,5,1,74,1943,4,9,6,1,5,1,1,2,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,2,2,2,5,1,1,1,1,1,1,1,5,3,3,5,4,5,5,3,4,1,1,3,3,5,39,230,74,5,1,74,4,24.7333333333,.891241415
437,5,2,69,1949,4,9,6,4,5,1,1,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,807,2,2,2,3,1,2,2,1,2,1,2,3,3,2,3,1,4,5,3,3,1,4,3,6,10,87,230,69,5,2,69,4,15.3666666667,1.115107764
438,5,1,70,1947,3,5,10,1,5,3,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,1,2,2,3,1,4,4,3,1,1,2,5,5,3,5,3,5,5,3,1,1,1,3,3,5,39,230,70,5,1,70,3,17.2833333333,.891241415
439,4,1,48,1969,2,3,17,1,2,5,4,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,609,3,1,1,3,1,2,1,3,2,4,1,5,1,5,5,5,3,5,2,4,1,1,1,2,4,25,230,48,4,1,48,2,10.2166666667,.733324266
440,2,2,53,1964,3,5,11,1,5,5,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,511,2,4,1,3,1,5,5,5,1,2,1,3,2,4,3,4,4,5,2,1,1,1,3,5,9,75,230,53,4,2,53,3,25.9,.756352209
441,1,2,34,1983,2,3,17,1,5,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,3,4,7,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,1,3,1,1,3,4,7,63,230,34,2,2,34,2,43.3,1.930419547
442,1,2,36,1981,2,3,17,1,5,1,1,2,11,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,602,2,2,2,4,1,2,1,1,1,2,2,4,4,4,3,3,5,4,2,3,1,1,3,5,8,63,230,36,3,2,36,2,223.85,.668561828
443,1,2,55,1962,3,5,37,1,5,1,1,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,560,2,1,1,3,1,1,2,1,1,1,2,4,4,4,4,4,2,5,3,2,1,1,3,6,10,75,230,55,5,2,55,3,155.766666667,.735646673
444,1,1,45,1972,3,5,12,1,4,1,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,534,2,1,1,3,1,3,1,3,1,3,3,5,5,5,4,5,5,5,2,2,1,1,2,2,4,26,230,45,4,1,45,3,36.2833333333,.759316097
445,5,2,65,1952,3,5,45,1,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,570,2,1,2,4,1,4,1,2,1,3,1,3,2,4,3,3,2,5,3,1,1,1,1,6,10,85,230,65,5,2,65,3,16.6166666667,.554841736
446,1,2,50,1968,4,8,4,6,6,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,753,2,1,3,3,1,5,3,2,1,2,1,3,3,4,3,3,4,4,2,2,1,4,4,5,9,76,230,50,4,2,50,4,16.6166666667,.336120448
447,1,2,64,1954,4,8,4,1,3,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,753,2,2,2,4,1,4,4,1,2,1,4,5,4,4,5,5,5,5,3,4,1,1,2,6,10,74,230,64,5,2,64,4,10.5666666667,.683358011
448,5,1,63,1954,4,9,53,6,4,3,1,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,810,1,2,2,4,1,2,2,1,1,2,2,4,4,4,4,4,5,5,3,2,1,4,2,3,5,26,230,63,5,1,63,4,9,.779239067
449,6,1,62,1955,3,7,22,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,716,2,4,7,6,2,4,5,4,1,2,2,5,1,5,5,3,3,5,3,1,1,1,1,3,5,25,230,62,5,1,62,3,11.9833333333,3.660516483
450,5,2,72,1946,4,8,8,1,5,1,1,2,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,752,2,1,1,3,1,3,2,2,1,3,1,3,2,3,4,3,3,5,3,2,1,1,3,6,10,87,230,72,5,2,72,4,30.7166666667,1.086597568
451,5,1,59,1958,1,2,42,1,3,1,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,577,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,1,1,2,3,5,26,230,59,5,1,59,1,35.25,.779239067
452,2,2,57,1960,3,5,12,1,3,4,1,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,534,1,2,6,4,1,3,5,2,5,2,5,2,2,4,4,2,5,2,3,1,1,1,2,6,10,74,230,57,5,2,57,3,23.7,.534537168
453,7,2,39,1978,4,8,4,1,5,1,1,1,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,753,5,1,7,3,1,2,2,1,1,3,1,3,3,4,3,4,1,5,2,3,1,1,3,5,8,63,230,39,3,2,39,4,7.93333333333,.952906735
454,9,2,69,1948,1,2,42,1,4,4,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,1,1,1,3,1,1,1,1,1,1,1,4,3,2,4,2,2,5,3,2,1,1,2,6,10,86,230,69,5,2,69,1,16.65,.983557224
455,5,2,76,1941,4,9,6,1,5,6,1,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,825,2,2,2,5,1,1,1,2,1,5,1,5,5,4,5,5,5,5,3,2,1,1,3,6,10,87,230,76,5,2,76,4,25.5,1.115107764
456,5,1,62,1955,1,2,36,1,6,3,1,1,97,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0, ,538,4,2,2,3,1,1,2,1,1,1,4,3,3,4,4,4,5,2,3,4,1,1,4,3,5,28,230,62,5,1,62,1,18.6666666667,.86087444
457,6,2,64,1954,3,7,48,1,3,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,618,2,2,2,5,1,5,5,2,5,5,5,5,1,5,5,3,4,5,3,2,1,1,2,6,10,74,230,64,5,2,64,3,8.51666666667,.683358011
458,5,2,57,1960,4,9,6,1,3,5,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,807,2,1,1,2,1,2,2,1,2,2,1,5,1,4,5,3,2,5,3,4,1,1,2,6,10,74,230,57,5,2,57,4,18.6,.665886452
459,4,1,24,1993,4,8,56,1,2,5,1,2,6,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0, ,767,5,3,3,3,1,1,1,1,1,1,1,3,5,5,3,4,5,5,1,2,1,1,1,1,1,1,230,24,1,1,24,4,28.7166666667,.304096208
460,5,1,72,1945,4,8,4,7,5,1,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,790,2,3,4,6,1,3,4,3,3,4,5,5,5,4,5,5,3,5,3,2,1,4,3,3,5,39,230,72,5,1,72,4,15.95,.242136806
461,1,2,53,1964,2,3,55,1,3,1,1,2,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,669,3,1,7,3,1,3,3,3,2,3,2,3,3,3,3,4,3,5,2,2,1,1,2,5,9,74,230,53,4,2,53,2,11.6333333333,.973995857
462,4,1,27,1990,2,3,17,1,3,5,1,2,8,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0, ,609,2,1,1,1,1,1,1,1,1,4,2,5,1,4,5,3,2,5,1,2,1,1,2,1,2,2,230,27,2,1,27,2,8.06666666667,1.129338137
463,1,2,42,1975,2,3,39,1,4,3,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,510,4,1,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,2,5,8,62,230,42,3,2,42,2,29.0833333333,.862544083
464,5,2,71,1946,1,2,36,1,2,3,1,2,97,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,555,1,2,2,5,1,2,2,2,1,2,2,5,3,5,5,5,5,5,3,4,1,1,1,6,10,85,230,71,5,2,71,1,11.8166666667,.974812732
465,2,1,52,1965,1,2,34,1,3,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,4,4,1,1,1,3,1,1,1,2,1,1,1,4,2,1,2,1,2,3,1,1,2,2,4,26,230,52,4,1,52,1,16.3833333333,.780687834
466,1,1,38,1980,1,2,42,1,5,3,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,504,2,2,3,3,1,2,1,1,2,2,4,4,4,4,4,4,3,5,2,4,1,1,3,2,3,15,230,38,3,1,38,1,9.6,.553826378
467,1,1,61,1957,4,9,6,6,2,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,807,1,4,7,6,1,5,5,1,5,5,5,1,1,1,1,1,3,5,3,1,1,4,1,3,5,25,230,61,5,1,61,4,9.48333333333,1.10282802
468,7,2,41,1976,2,3,18,1,2,1,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,527,3,4,7,3,2,2,2,2,2,2,2,5,2,5,5,5,5,5,2,2,1,1,1,5,8,61,230,41,3,2,41,2,9.1,1.687547709
469,1,2,53,1964,2,3,55,1,3,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,617,1,2,2,4,1,1,2,1,1,2,1,2,1,2,2,1,4,5,2,1,1,1,2,5,9,74,230,53,4,2,53,2,10.6333333333,.683358011
470,7,2,53,1964,3,5,12,1,2,1,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,548,2,4,2,5,2,2,3,2,1,2,3,2,1,2,4,2,4,5,2,2,1,1,1,5,9,73,230,53,4,2,53,3,13.15,1.905600548
471,6,1,37,1980,3,6,21,1,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,564,5,1,1,1,1,1,2,2,1,1,2,5,5,5,5,3,5,2,2,1,1,1,2,2,3,14,230,37,3,1,37,3,13.0333333333,.624491902
472,7,2,32,1985,3,6,1,2,3,1,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,686,5,1,1,3,1,2,1,1,1,2,1,4,2,3,1,2,4,2,1,4,2,2,2,4,7,66,230,32,2,2,32,3,10.85,.669019566
473,5,1,51,1966,3,5,54,1,2,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,564,2,2,2,3,1,3,3,2,2,2,3,4,3,2,4,2,1,5,2,1,1,1,1,2,4,25,230,51,4,1,51,3,22.9666666667,.752565261
474,7,2,53,1964,4,8,35,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,790,2,2,2,5,1,4,4,4,1,4,1,5,5,5,5,5,5,5,2,3,1,1,1,5,9,73,230,53,4,2,53,4,44.95,.659966269
475,6,1,59,1958,3,6,28,2,3,1,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1, ,673,3,1,1,3,1,4,1,4,1,4,1,4,3,1,4,2,3,4,3,1,2,2,2,3,5,30,230,59,5,1,59,3,19.2,.861463847
476,4,2,54,1963,3,6,28,2,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,718,1,2,1,3,1,4,2,3,2,4,1,4,1,4,2,4,2,2,2,1,2,2,2,5,9,78,230,54,4,2,54,3,18.1333333333,1.32729268
477,7,2,37,1980,2,3,26,2,3,1,1,1,5,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0, ,505,9,1,1,6,1,4,2,4,1,4,5,5,5,5,5,3,4,5,2,2,2,2,2,5,8,66,230,37,3,2,37,2,24.4833333333,.669019566
478,5,1,64,1953,4,9,53,1,3,1,1,2,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0, ,819,2,1,1,2,1,2,2,2,1,3,2,5,5,5,5,5,4,5,3,2,1,1,2,3,5,26,230,64,5,1,64,4,23,.759316097
479,5,2,74,1943,4,9,41,1,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,813,1,3,2,3,1,1,1,1,1,2,1,5,5,5,5,5,5,5,3,1,1,1,1,6,10,85,230,74,5,2,74,4,12.2,.338576666
480,5,1,74,1944,1,2,34,2,5,1,1,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,501,2,1,1,3,1,1,1,1,1,1,1,4,3,3,4,3,2,1,3,1,2,2,3,3,5,43,230,74,5,1,74,1,28.8666666667,1.249230005
481,3,1,41,1977,2,3,18,6,3,5,1,1,3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0, ,529,5,1,1,2,1,2,1,2,1,5,2,3,3,3,3,3,3,3,2,1,1,4,2,2,3,14,230,41,3,1,41,2,14.1833333333,.624491902
482,9,2,55,1963,3,6,28,6,4,1,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,718,2,3,7,4,1,5,2,4,2,2,2,5,5,5,5,5,3,5,3,4,1,4,2,6,10,74,230,55,5,2,55,3,8.08333333333,.594353756
483,2,1,70,1948,3,5,12,1,6,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,534,2,1,1,2,1,2,2,2,2,2,2,5,4,4,4,5,3,5,3,2,1,1,4,3,5,40,230,70,5,1,70,3,18.9333333333,.868454857
484,4,2,57,1960,4,9,53,1,3,1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,819,2,4,7,6,2,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,1,1,2,6,10,74,230,57,5,2,57,4,5.98333333333,1.973142357
485,5,2,80,1937,1,2,42,1,2,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,574,1,2,1,3,1,1,3,1,1,2,1,5,5,5,5,5,5,5,3,1,1,1,1,6,10,85,230,80,5,2,80,1,880.266666667,1.668880164
486,1,2,34,1983,1,1,25,3,2,5,1,1,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,543,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,4,7,69,230,34,2,2,34,1,11.7833333333,.969192293
487,8,2,30,1987,3,6,47,1,4,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,557,5,4,7,6,1,5,5,5,5,5,5,5,4,5,5,5,4,4,1,1,1,1,2,4,7,62,230,30,2,2,30,3,7.6,.886821279
488,1,2,47,1970,2,3,39,1,2,1,1,2,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,535,3,4,7,4,2,1,2,4,1,2,2,4,5,4,5,5,4,5,2,2,1,1,1,5,9,73,230,47,4,2,47,2,10.6666666667,1.905600548
489,1,2,37,1980,3,5,37,1,6,1,1,1,10,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0, ,517,5,2,2,4,1,1,1,2,2,2,1,4,4,3,4,3,5,5,2,3,1,1,4,5,8,64,230,37,3,2,37,3,12.3166666667,.668561828
490,2,1,53,1964,4,9,6,3,5,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,862,5,4,7,2,3,2,2,3,2,3,1,4,4,5,4,3,4,4,2,2,3,3,3,2,4,35,230,53,4,1,53,4,13.5,2.630147157
491,1,2,39,1978,3,5,51,1,3,3,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,556,1,4,7,2,3,1,2,2,1,1,1,1,1,4,1,1,1,3,2,1,1,1,2,5,8,62,230,39,3,2,39,3,50.65,1.747360887
