ID,split_text,starttime,endtime,gender,age,geo_state_au,metro_regional,localincome_annual_au,employment_status_au,education_a_au,numberofchildren,agegroup1,agegroup2,au_pol_pastvote_2016,political_interest,maritalstatus,household_size,localincome_au,geo_GQSA_au_interlude,social_au_1,social_au_2,social_au_3,social_au_4,social_au_5,social_au_6,social_au_7,social_au_8,social_au_9,social_au_10,social_au_11,social_au_12,social_au_13,social_au_14,social_au_15,social_au_99,educ,Q1,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,weight0,weight1
587,in the last year?,12/7/2017,12/7/2017,2,52,2,2,4,5,4,7,4,4,2,2,1,2,2,4,1,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,3,2,1,2,2,3,2,1,1,3,2,3,3,1,3,3,3,3,2,2,3,3,4,4,1.05856210904667,1.13533173345863
631,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,53,2,2,8,1,4,7,4,4,1,3,1,3,3,4,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,4,1,3,3,4,2,1,1,3,3,4,4,1,3,3,3,3,2,3,3,3,4,3,1.05856210904667,.842281768280037
634,in the last year?,12/8/2017,12/8/2017,2,36,2,2,10,1,6,3,3,3,5,3,1,4,6,4,1,1,9,1,1,9,9,1,1,9,9,9,9,9,9,9,5,1,4,2,3,3,3,2,1,4,3,3,3,2,2,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,1.12737983187891,.711787154107315
737,in the last year?,12/7/2017,12/7/2017,2,70,2,2,998,5,4,7,6,5,5,1,1,2,998,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,1,2,1,5,2,1,2,4,4,4,1,4,4,4,4,2,1,3,4,4,4,2,4,4,4,4,3,1.12653302257655,.976832012273103
738,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,55,2,2,998,7,4,7,5,5,97,4,7,4,1,4,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,1,5,3,1,2,3,3,1,1,5,4,4,4,4,1,2,2,2,2,2,2,3,3,4,4,1.10981872313871,.409246564434544
777,since the end of the Obama Administration?,12/8/2017,12/10/2017,2,18,2,1,10,4,3,1,1,1,3,2,3,4,1,4,1,1,9,9,9,1,1,9,9,9,9,1,9,9,9,9,2,1,2,2,4,3,5,4,1,3,2,4,1,1,1,2,2,5,4,1,3,2,4,2,2,2,2,2,3,4,1.23380199643853,1.21974164986194
786,in the last year?,12/9/2017,12/9/2017,1,25,2,1,12,1,4,1,2,2,1,1,7,3,7,4,1,1,9,9,9,9,9,1,9,1,1,9,1,1,9,9,3,1,3,2,3,2,3,2,1,2,2,2,1,2,2,3,2,1,2,1,1,2,2,2,3,1,2,3,1,3,1.23393376410163,1.5875415872333
812,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,33,2,2,4,7,4,3,2,2,1,2,7,3,1,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,4,6,4,1,3,4,4,2,2,2,3,3,4,4,1,5,5,5,5,2,5,5,5,5,5,1.10419602573381,1.30992893155401
814,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,59,2,2,8,2,4,7,5,5,1,1,1,2,5,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,2,1,3,2,2,2,1,2,3,3,3,4,1,3,3,3,3,3,3,4,3,3,4,1.06911447357398,1.07240809029006
829,since the end of the Obama Administration?,12/9/2017,12/9/2017,1,21,2,1,11,1,3,1,1,1,1,1,7,1,7,4,1,1,1,9,9,1,9,9,1,1,9,9,9,9,9,9,2,1,3,2,2,1,1,2,1,3,2,3,3,1,2,2,3,2,2,1,2,2,2,1,2,1,1,1,1,1,1.8626652851554,2.89283807523104
834,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,36,2,2,4,6,4,1,3,3,1,2,7,3,8,4,1,1,1,9,1,1,9,9,1,9,9,1,9,9,9,9,3,1,2,2,3,2,3,2,1,2,3,4,1,1,2,3,3,2,3,1,3,3,3,1,2,3,3,3,3,3,1.1609047942606,1.28587530689691
835,in the last year?,12/7/2017,12/7/2017,2,57,2,2,2,7,2,7,5,5,98,2,3,2,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,2,3,5,4,1,4,2,2,2,1,2,3,3,4,4,1,4,2,2,3,2,2,3,3,3,3,1.10981872313871,.700065477525439
844,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,34,2,1,8,1,3,2,2,2,6,1,1,3,7,4,9,9,9,9,1,9,1,9,9,1,9,9,9,9,9,9,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,1,1,2,2,2,1,2,2,1,1,1.19660428648811,1.53428522557245
861,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,63,2,2,2,2,2,7,5,5,1,2,5,2,2,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,4,4,1,2,3,3,2,1,2,2,2,2,3,1,2,3,3,3,1,2,3,3,2,3,1.10981872313871,1.55800622528117
885,in the last year?,12/7/2017,12/7/2017,2,28,2,2,5,1,5,1,2,2,99,2,2,2,8,4,1,1,9,9,9,1,1,1,9,9,9,9,9,9,9,9,4,1,2,2,2,3,3,2,1,3,3,2,2,1,2,2,3,4,4,1,3,4,4,3,2,3,3,3,4,4,1.10419602573381,.466634949832845
892,since the end of the Obama Administration?,12/9/2017,12/9/2017,2,21,2,1,12,1,3,1,1,1,5,1,7,2,5,4,9,1,9,1,1,9,1,1,9,9,9,9,9,9,9,9,2,1,3,2,2,2,3,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1.23380199643853,1.7645727608833
893,in the last year?,12/7/2017,12/7/2017,1,71,2,2,2,5,3,7,6,5,2,1,1,2,8,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,3,2,1,3,2,2,4,1,3,2,3,4,2,1,3,3,2,4,3,3,3,3,4,3,1.08301217332585,1.66972812977797
896,in the last year?,12/7/2017,12/7/2017,2,59,2,2,2,7,6,1,5,5,11,2,7,1,1,4,1,1,9,9,1,9,1,1,9,9,9,9,9,9,9,9,5,1,3,3,3,1,5,5,1,3,4,4,3,3,4,4,4,4,4,1,4,4,4,3,3,4,4,4,4,4,1.10981872313871,.00158150695234118
922,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,35,2,2,4,2,5,4,3,3,1,3,7,4,3,4,1,1,9,9,9,9,1,9,1,9,9,9,9,9,9,9,4,1,2,2,2,1,5,2,1,2,2,3,2,1,2,4,4,1,4,1,2,2,3,3,2,2,3,3,2,3,1.12737983187891,.83693682927341
932,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,68,2,2,1,5,4,1,6,5,1,1,7,1,1,4,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,2,5,2,1,4,3,3,3,1,4,4,4,3,4,1,4,3,3,3,2,4,4,4,3,4,1.08301217332585,.972814335126173
953,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,35,2,2,10,1,5,4,3,3,2,3,1,5,5,4,1,1,9,9,9,9,1,9,1,9,9,9,9,1,9,9,4,1,2,3,2,3,4,2,1,2,3,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,5,5,5,5,1.12737983187891,1.12812716238021
969,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,35,2,2,7,8,4,4,3,3,99,3,1,5,4,4,1,1,9,1,9,9,9,9,9,9,9,1,9,9,9,9,3,1,2,2,2,2,4,4,1,4,4,4,4,2,4,4,4,4,4,1,3,4,4,4,3,4,4,4,4,4,1.12737983187891,.474353485912263
972,since the end of the Obama Administration?,12/7/2017,12/9/2017,2,75,2,2,998,2,6,7,6,5,1,1,5,1,998,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,3,3,4,4,1,5,2,2,2,1,2,2,2,2,3,1,5,3,3,2,1,2,3,2,3,3,1.03486648531182,.425555746707752
3,in the last year?,12/7/2017,12/7/2017,2,71,3,1,4,5,2,7,6,5,1,2,1,4,2,5,1,9,1,1,1,9,1,9,9,9,9,9,9,9,9,9,1,1,2,2,3,3,4,2,1,2,4,4,2,1,2,4,3,4,3,1,3,4,4,2,2,2,3,3,4,4,.932958402597443,1.21824241733021
102,in the last year?,12/7/2017,12/8/2017,2,66,3,1,2,1,6,7,6,5,6,2,1,2,8,5,1,1,9,1,1,1,1,9,1,9,9,9,9,9,9,9,5,1,2,2,4,4,4,2,1,3,3,4,2,1,2,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,.932958402597443,.338550479926308
117,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,27,3,1,5,1,5,1,2,2,3,2,1,1,4,5,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,2,1,2,2,2,3,1,2,3,3,3,4,3,2,2,3,3,1,4,2,2,4,3,3,3,3,4,4,.942987263544569,1.0248752893513
127,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,82,3,1,2,5,3,7,6,5,8,2,5,3,2,5,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,5,2,1,2,2,2,4,1,1,4,3,4,4,1,5,2,2,4,1,3,4,3,4,3,.857043125846355,.15244039430867
152,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,47,3,1,4,1,5,1,4,4,4,1,7,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,1,2,2,3,1,4,2,2,1,2,1,2,2,3,2,1,4,2,2,1,2,1,2,2,3,2,.897939208867273,1.06996084024188
156,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,80,3,1,2,5,3,1,6,5,4,2,4,1,2,5,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,3,3,4,4,1,4,3,3,2,2,2,3,3,4,4,1,4,3,4,3,2,2,3,3,3,3,.857043125846355,.968415974338308
162,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,68,3,1,3,5,2,1,6,5,4,2,7,1,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,3,1,3,1,4,4,1,4,4,4,4,1,2,2,3,4,2,1,4,4,3,3,2,2,2,2,4,3,.896915835550667,2.11385391964994
185,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,27,3,1,1,6,3,1,2,2,3,1,3,1,1,5,1,1,9,9,9,1,9,9,1,1,9,9,9,9,9,9,2,1,2,2,4,3,6,6,1,3,2,4,1,2,1,2,3,2,3,1,4,3,3,3,3,2,3,3,3,3,.914459620515081,1.18868558491781
217,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,44,3,1,5,1,3,2,3,3,4,2,1,3,4,5,1,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,2,1,2,3,2,1,4,3,1,2,2,2,1,1,2,2,2,3,2,1,3,2,2,2,2,2,3,3,4,3,.961423997979148,2.07989146338557
218,in the last year?,12/7/2017,12/7/2017,2,74,3,1,4,5,2,7,6,5,4,3,1,2,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,3,4,4,4,1,4,2,3,2,1,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,.932958402597443,1.42385493684566
223,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,67,3,1,2,5,2,1,6,5,12,1,7,1,1,5,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,3,3,5,2,1,4,3,3,1,1,2,3,4,3,4,1,4,3,3,2,3,2,3,3,4,4,.932958402597443,.900693053989812
233,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,52,3,2,2,7,5,1,4,4,1,1,5,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,2,3,5,5,1,4,3,4,1,2,1,4,2,2,4,1,4,3,3,2,2,2,3,3,3,4,.808966101376307,.527686374505115
237,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,59,3,1,6,1,3,2,5,5,1,2,2,3,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,3,2,5,4,1,4,2,2,1,1,2,3,2,1,4,1,4,3,2,2,2,2,4,2,1,4,.885406207780832,1.48412290957863
242,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,48,3,1,7,5,7,7,4,4,1,1,1,2,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,1,2,2,2,2,4,4,1,4,3,3,2,1,1,2,2,3,2,1,4,4,3,2,2,2,2,2,3,3,.897939208867273,.654716296773504
249,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,72,3,1,6,3,4,7,6,5,4,2,1,2,4,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,3,3,4,3,1,4,4,4,3,1,2,2,3,4,2,1,4,4,4,4,2,3,3,4,4,3,.932958402597443,.832361771668817
257,in the last year?,12/8/2017,12/8/2017,1,52,3,1,11,1,3,2,4,4,12,2,1,3,3,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,3,4,4,1,3,3,3,3,1,2,3,3,3,3,1,2,4,3,3,2,3,3,4,4,3,.897939208867273,1.0870995619644
260,in the last year?,12/7/2017,12/7/2017,2,61,3,1,8,2,4,7,5,5,1,1,2,2,8,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,3,2,5,2,1,2,3,4,1,1,5,4,4,2,4,1,3,3,3,2,1,2,3,3,3,4,.919116157593035,.789616023637505
276,in the last year?,12/7/2017,12/7/2017,2,72,3,1,5,5,3,7,6,5,4,2,1,2,2,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,3,2,1,2,1,3,2,2,2,1,1,2,4,4,1,1,3,2,2,3,2,2,3,4,4,2,.932958402597443,1.05989428726818
282,in the last year?,12/7/2017,12/7/2017,2,73,3,1,998,5,3,7,6,5,8,2,4,4,1,5,1,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,2,1,2,2,2,3,4,4,1,2,3,2,3,1,2,3,3,4,2,1,3,3,3,3,2,3,3,3,4,3,.932958402597443,.16684018785116
283,in the last year?,12/7/2017,12/7/2017,1,82,3,2,2,5,4,1,6,5,4,1,6,1,1,5,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,4,3,1,2,2,1,4,2,3,2,1,2,2,2,3,2,1,4,2,2,3,2,2,2,2,3,2,.825750989459892,1.12192900313104
291,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,76,3,1,4,5,4,1,6,5,1,1,1,2,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,3,3,4,2,1,4,2,2,2,1,2,4,3,2,4,1,4,2,2,2,2,2,4,3,3,4,.857043125846355,.650698028251429
295,in the last year?,12/7/2017,12/7/2017,2,66,3,1,2,5,6,1,6,5,3,1,7,1,1,5,1,1,1,1,1,1,9,1,1,9,9,9,9,9,9,9,5,1,2,2,3,3,4,2,1,3,3,4,2,2,2,2,2,2,3,1,5,3,3,2,2,2,2,2,2,3,.932958402597443,.33191425340254
297,in the last year?,12/8/2017,12/8/2017,1,46,3,1,5,1,4,1,4,4,4,1,2,2,3,5,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,1,4,4,1,3,3,4,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,.897939208867273,1.34960856938013
302,in the last year?,12/8/2017,12/8/2017,2,49,3,1,2,7,4,1,4,4,1,2,7,1,2,5,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,3,1,2,2,2,1,5,4,1,3,4,4,3,2,4,4,4,4,4,1,3,3,3,3,2,3,4,4,4,4,.876667079006334,.730226826891726
312,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,82,3,2,998,5,3,1,6,5,99,1,4,1,998,5,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,3,2,4,1,4,4,2,2,2,2,4,4,4,3,1,4,3,2,3,3,3,2,3,4,2,.790857616112535,.339357482729424
330,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,25,3,1,998,2,4,1,2,2,3,2,7,3,998,5,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,3,1,2,2,3,3,4,3,1,4,4,4,2,1,2,2,2,2,4,1,3,3,3,2,2,2,2,2,2,3,.914459620515081,.933504832797562
331,in the last year?,12/7/2017,12/7/2017,2,73,3,1,5,5,2,7,6,5,1,2,1,2,8,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,4,3,1,2,2,2,3,1,3,3,2,2,3,1,2,3,3,3,1,3,4,3,3,4,.932958402597443,1.21824241733021
341,in the last year?,12/7/2017,12/7/2017,1,71,3,1,1,5,2,1,6,5,98,2,5,1,2,5,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,1,4,3,1,2,3,2,2,1,5,2,3,4,4,1,2,2,2,2,1,5,2,2,3,3,.896915835550667,.812666609810442
344,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,53,3,1,11,6,3,2,4,4,1,1,3,3,2,5,1,1,9,9,1,1,9,9,9,9,9,1,9,9,9,9,2,1,2,2,2,3,4,2,1,4,2,4,1,2,2,2,2,2,4,1,4,3,4,2,3,3,3,3,3,4,.897939208867273,1.47036861490119
383,in the year since Donald Trump became President?,12/8/2017,12/10/2017,1,54,3,1,998,1,4,7,4,4,98,1,1,4,998,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,3,2,2,5,3,1,3,2,2,4,2,2,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,.897939208867273,.518854122536009
390,in the last year?,12/7/2017,12/7/2017,2,56,3,1,998,6,2,7,5,5,4,2,1,2,7,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,4,3,3,1,2,2,2,5,1,5,2,2,4,1,1,2,5,5,5,2,5,3,2,4,1,.919116157593035,1.57870724058623
419,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,67,3,1,2,5,3,1,6,5,99,2,7,1,8,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,3,4,4,1,3,4,3,3,1,2,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,.896915835550667,.604935710023845
422,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,26,3,1,8,1,4,1,2,2,98,4,2,3,8,5,1,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,3,1,2,2,2,4,5,5,1,4,2,4,4,2,2,4,4,4,4,1,3,5,3,5,3,2,5,5,4,4,.914459620515081,.510290626658435
462,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,67,3,1,11,1,5,7,6,5,4,2,1,3,7,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,3,3,3,2,3,3,1,4,2,3,4,1,3,4,3,4,4,1,4,2,3,4,2,3,3,3,4,3,.896915835550667,.979673607077645
475,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,64,3,1,3,5,4,7,5,5,1,2,6,4,2,5,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,4,2,1,4,3,3,5,1,5,2,3,3,4,1,4,3,2,2,2,5,2,2,5,5,.919116157593035,.789616023637505
487,in the last year?,12/8/2017,12/8/2017,2,35,3,1,1,6,4,2,3,3,98,4,7,2,998,5,1,1,1,1,1,1,9,1,9,1,9,9,9,9,9,9,3,1,4,4,4,4,6,6,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,.933659702815188,.411246751250558
489,in the last year?,12/9/2017,12/9/2017,1,27,3,1,3,2,4,1,2,2,99,1,3,2,2,5,1,1,9,9,9,1,9,9,9,9,9,1,9,9,9,9,3,1,3,3,3,2,5,3,1,4,4,4,1,1,2,4,4,4,4,1,4,4,3,1,2,2,4,4,4,4,.942987263544569,.706662403861926
496,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,56,3,2,2,5,4,1,5,5,4,4,6,1,1,5,1,1,9,9,9,9,1,9,9,9,9,9,9,9,1,9,3,1,3,2,1,1,3,3,1,2,2,2,2,1,2,2,2,2,2,1,3,3,3,3,1,3,3,4,3,3,.848137032318783,.84121308947765
520,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,45,3,2,2,7,3,4,4,4,4,1,6,4,2,5,9,1,1,1,9,1,9,9,9,1,9,1,9,9,9,9,2,1,1,1,1,1,2,2,1,2,2,2,4,1,3,2,3,4,1,1,2,2,2,4,2,3,2,3,4,1,.828595482213875,1.56644911980641
536,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,54,3,1,1,6,2,7,4,4,1,3,6,2,1,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,2,4,1,2,2,1,1,1,2,2,2,1,4,1,5,5,5,5,5,5,5,5,5,5,.876667079006334,1.24914082779455
537,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,37,3,1,7,1,6,3,3,3,1,1,1,4,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,3,.933659702815188,.518931889223283
538,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,67,3,1,2,8,2,1,6,5,12,1,7,1,8,5,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,3,1,5,4,1,4,3,3,1,2,1,4,3,3,4,1,4,3,4,2,3,2,4,3,3,3,.932958402597443,.900693053989812
548,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,42,3,1,9,1,6,1,3,3,4,2,6,1,3,5,1,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,5,1,2,2,3,2,5,6,1,3,3,4,2,2,2,4,3,3,3,1,3,4,3,3,5,3,4,4,4,4,.933659702815188,.606516175964787
563,in the year since Donald Trump became President?,12/9/2017,12/9/2017,1,21,3,1,10,1,4,1,1,1,1,2,7,3,5,5,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,4,4,3,1,2,3,3,2,1,2,3,2,1,2,1,3,3,3,3,2,5,3,5,3,5,1.42347157622918,2.25056262341706
565,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,25,3,1,5,4,6,1,2,2,98,3,7,4,8,5,1,1,9,9,1,1,1,1,9,9,9,1,9,9,9,9,5,1,2,2,3,3,2,2,1,3,2,2,5,1,3,1,2,5,5,1,3,2,3,2,3,3,2,2,5,5,.914459620515081,.289330983683195
566,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,26,3,1,3,4,4,1,2,2,4,2,7,4,1,5,9,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,3,1,2,2,2,2,3,4,1,4,3,3,2,2,1,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,.914459620515081,1.32733377783808
568,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,62,3,1,10,2,6,7,5,5,4,1,1,3,5,5,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,5,1,2,2,1,3,2,2,1,4,2,3,1,1,3,1,2,3,2,1,4,2,3,2,2,3,2,2,3,2,.885406207780832,.772376096413349
572,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,80,3,2,2,5,6,1,6,5,8,1,4,1,2,5,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,5,1,2,2,2,3,4,2,1,3,2,3,3,1,3,2,1,4,3,1,3,2,3,2,2,2,1,1,3,3,.825750989459892,.100133834337608
574,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,67,3,1,13,5,2,7,6,5,1,2,1,6,7,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,5,2,1,3,3,3,1,1,2,3,4,2,4,1,3,3,3,3,2,3,3,3,3,3,.932958402597443,1.21824241733021
576,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,25,3,1,3,1,6,1,2,2,1,3,3,2,8,5,1,1,9,9,1,1,9,9,1,9,1,9,1,9,9,9,5,1,2,2,2,2,2,3,1,2,2,3,2,1,2,3,3,3,3,1,3,2,3,2,2,2,3,3,3,3,.914459620515081,.643910445832208
582,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,51,3,2,999,1,4,7,4,4,4,2,5,2,998,5,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,1,6,4,1,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,.808966101376307,.777943135246013
588,in the last year?,12/8/2017,12/8/2017,2,35,3,1,4,1,6,1,3,3,1,1,3,1,3,5,9,9,1,9,1,9,9,1,9,9,9,9,9,1,9,9,5,1,3,3,3,3,4,2,1,4,2,4,1,1,1,3,2,3,4,1,3,2,4,2,2,2,3,3,2,3,.933659702815188,.518931889223283
592,in the year since Donald Trump became President?,12/9/2017,12/9/2017,1,29,3,1,2,2,4,1,2,2,9,1,1,5,1,5,1,9,9,1,9,1,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,1,4,4,1,3,3,4,3,2,3,3,3,4,3,1,3,3,3,3,2,3,3,3,3,3,.942987263544569,2.07953730563022
598,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,31,3,1,1,2,5,1,2,2,1,3,7,4,1,5,1,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,4,1,2,2,3,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,3,2,2,2,3,2,2,2,2,2,.942987263544569,1.24681658134651
605,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,64,3,1,2,5,2,1,5,5,99,2,4,1,1,5,1,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,1,1,2,2,2,3,4,4,1,3,2,2,1,1,1,4,4,4,4,1,3,3,3,2,2,2,4,4,4,4,.919116157593035,.606930615765007
619,since the end of the Obama Administration?,12/10/2017,12/10/2017,2,23,3,1,8,2,4,1,1,1,99,3,7,2,5,5,1,1,9,9,9,1,1,9,9,9,9,1,9,9,9,9,3,1,3,2,1,3,3,2,1,3,2,2,1,1,1,2,2,2,2,1,3,3,2,1,2,2,3,3,2,3,.942886565085978,.41378702904574
621,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,46,3,1,1,6,4,1,4,4,1,2,7,1,1,5,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,4,4,4,3,6,6,1,3,3,3,3,3,3,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,.897939208867273,1.15471763552935
622,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,45,3,2,1,6,4,1,4,4,98,1,4,1,1,5,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,3,1,2,2,1,3,5,3,1,3,2,2,2,2,1,4,2,1,4,1,3,2,2,2,3,2,4,3,2,4,.808966101376307,.299078571356709
630,in the last year?,12/7/2017,12/7/2017,2,30,3,1,2,2,4,2,2,2,1,3,1,3,1,5,1,1,9,9,9,9,9,9,1,9,1,9,9,9,9,9,3,1,2,2,3,2,4,3,1,4,2,4,1,1,2,3,3,4,3,1,4,2,3,2,3,2,3,3,3,3,.914459620515081,1.13565944695163
