ID,split_text,starttime,endtime,gender,age,geo_state_au,metro_regional,localincome_annual_au,employment_status_au,education_a_au,numberofchildren,agegroup1,agegroup2,au_pol_pastvote_2016,political_interest,maritalstatus,household_size,localincome_au,geo_GQSA_au_interlude,social_au_1,social_au_2,social_au_3,social_au_4,social_au_5,social_au_6,social_au_7,social_au_8,social_au_9,social_au_10,social_au_11,social_au_12,social_au_13,social_au_14,social_au_15,social_au_99,educ,Q1,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,weight0,weight1
13,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,44,1,1,13,1,7,1,3,3,98,3,1,2,8,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,5,1,2,2,3,1,4,3,1,3,3,3,3,1,3,3,3,4,3,1,3,3,3,3,3,3,3,3,4,3,.948576366544584,.284078370563646
17,in the last year?,12/7/2017,12/7/2017,1,69,1,1,13,5,2,7,6,5,2,1,1,7,998,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,3,2,1,3,2,2,2,1,2,2,2,4,2,1,3,2,3,3,2,3,3,3,4,3,.911245458937152,2.40263112492431
35,in the last year?,12/8/2017,12/8/2017,2,41,1,1,11,1,7,1,3,3,12,3,7,1,7,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,3,4,3,1,3,2,2,3,2,2,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3,.948576366544584,.467424844041862
38,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,45,1,1,12,1,7,4,4,4,2,1,1,5,7,1,1,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,5,1,2,2,4,4,4,2,1,2,2,2,1,1,2,3,3,4,4,1,3,2,3,1,1,2,3,3,3,3,.912285182231793,.869755746834744
45,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,72,1,1,998,5,4,7,6,5,2,2,1,2,998,1,1,9,9,1,9,9,9,9,1,9,9,9,9,9,9,9,3,1,2,2,2,3,5,4,1,4,2,2,4,1,3,4,4,4,4,1,4,2,2,4,1,3,4,4,4,4,.911245458937152,1.40453795401309
55,in the last year?,12/7/2017,12/7/2017,2,72,1,1,998,5,4,1,6,5,3,1,7,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,3,3,4,4,1,4,3,4,1,2,2,3,4,3,4,1,4,4,4,2,3,3,3,3,3,3,.947863861966739,.713192694178212
60,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,63,1,2,9,1,4,1,5,5,3,3,1,2,3,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,3,1,3,3,3,1,1,2,4,4,3,4,1,3,3,3,2,2,3,4,4,3,4,.830083675967558,.860646319566315
68,in the last year?,12/7/2017,12/7/2017,2,64,1,1,9,1,5,7,5,5,1,2,1,2,2,1,1,1,9,9,1,9,9,1,1,9,1,9,1,9,9,9,4,1,2,2,2,1,6,4,1,2,2,2,2,2,5,2,2,3,3,1,3,3,3,2,2,3,3,4,5,5,.933800465601328,.762665927282039
77,in the last year?,12/7/2017,12/7/2017,1,42,1,1,6,1,5,3,3,3,2,2,1,4,998,1,1,1,1,9,1,9,9,1,1,9,9,9,9,9,9,9,4,1,3,2,2,3,4,2,1,2,3,2,1,1,1,3,4,2,3,1,2,4,2,1,2,1,4,4,2,3,.976784239441839,1.47184619759397
79,in the last year?,12/7/2017,12/7/2017,1,35,1,2,10,1,5,2,3,3,7,1,2,3,4,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,4,1,2,2,2,3,4,2,1,3,1,2,2,1,2,2,3,4,3,1,2,2,2,2,2,2,2,2,3,3,.901351672704224,.23924727702157
89,since the end of the Obama Administration?,12/7/2017,12/8/2017,2,62,1,1,998,5,4,7,5,5,2,2,2,2,998,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,2,5,2,1,3,3,4,4,1,3,4,3,4,4,1,4,4,4,4,2,3,4,4,4,4,.933800465601328,1.29670046054255
106,in the last year?,12/8/2017,12/8/2017,1,61,1,1,9,5,3,7,5,5,2,1,1,2,6,1,1,1,9,1,9,1,9,1,1,9,9,9,9,9,9,9,2,1,3,2,3,1,4,4,1,3,1,2,2,1,3,2,2,4,2,1,3,2,2,2,2,3,3,2,4,3,.8995519469892,1.97157827898345
109,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,39,1,1,998,1,5,7,3,3,98,4,1,2,998,1,1,1,9,9,1,1,9,1,1,9,9,9,9,9,9,9,4,1,2,2,2,2,6,4,1,3,2,2,3,1,3,3,5,5,5,1,3,3,3,3,3,3,3,3,3,3,.976784239441839,.490644038769598
110,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,68,1,1,12,5,6,7,6,5,1,3,1,2,5,1,1,1,1,9,1,9,9,1,1,1,9,9,9,9,9,9,5,1,3,2,2,1,4,3,1,3,4,4,2,2,3,3,4,2,3,1,4,4,4,3,3,3,3,3,3,4,.911245458937152,.590806759176893
116,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,73,1,1,998,1,4,7,6,5,98,3,1,2,998,1,1,9,9,9,1,9,9,1,9,9,9,9,1,9,9,9,3,1,2,2,2,3,6,3,1,2,2,3,2,1,2,3,3,3,3,1,2,3,3,2,2,2,3,3,3,3,.911245458937152,.468206647874411
118,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,66,1,1,998,1,6,7,6,5,1,1,1,5,998,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,5,1,2,2,2,3,4,2,1,3,2,2,1,1,2,3,3,2,4,1,3,3,3,2,1,2,3,2,2,4,.911245458937152,.590806759176893
120,in the last year?,12/8/2017,12/8/2017,2,35,1,1,1,1,6,1,3,3,98,3,1,2,5,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,5,1,3,3,3,4,3,2,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,.948576366544584,.284078370563646
123,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,25,1,1,998,1,5,1,2,2,3,2,7,4,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,2,3,6,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,.929069533111936,.901643720004673
126,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,71,1,1,5,5,6,1,6,5,1,1,2,2,7,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,1,3,4,2,1,4,2,3,2,1,2,3,3,3,4,1,4,3,3,3,1,2,3,2,2,3,.947863861966739,.491944133054268
130,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,40,1,1,10,1,7,2,3,3,99,2,1,3,998,1,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,5,1,4,4,4,4,6,6,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,.976784239441839,.350900367629082
131,in the last year?,12/7/2017,12/7/2017,1,48,1,1,7,1,5,1,4,4,2,2,7,1,998,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,1,2,4,2,1,3,2,3,3,1,2,2,2,4,2,1,3,3,3,3,2,2,3,2,3,3,.912285182231793,1.21613002361158
133,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,61,1,1,12,1,6,1,5,5,1,1,1,3,6,1,1,1,9,1,1,1,1,1,1,9,9,9,9,9,9,9,5,1,3,2,3,3,3,2,1,2,1,2,1,1,1,1,1,2,3,1,3,2,3,1,1,1,1,1,2,3,.8995519469892,.65129174752259
153,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,67,1,1,5,5,3,7,6,5,1,1,1,2,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,3,5,2,1,4,2,2,1,1,1,2,2,5,5,1,4,3,3,1,3,1,3,3,4,4,.911245458937152,1.32683991592425
154,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,32,1,1,998,1,5,1,2,2,98,3,7,5,999,1,1,1,9,9,9,1,9,1,9,9,9,9,9,9,9,9,4,1,4,4,4,4,6,2,1,3,4,4,4,1,5,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,.929069533111936,.492874083495616
158,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,65,1,2,10,5,4,1,6,5,1,1,1,2,5,1,1,1,1,9,1,1,1,9,1,9,9,9,9,9,9,9,3,1,2,2,2,3,3,2,1,2,3,3,2,1,2,3,2,2,3,1,3,3,3,3,2,3,3,3,3,3,.874664683336629,.79085428743696
160,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,24,1,2,6,2,4,1,1,1,8,4,3,3,2,1,1,1,1,9,1,9,1,1,9,9,9,9,9,9,9,9,3,1,2,2,2,2,4,2,1,2,5,3,5,2,5,3,4,4,4,1,3,2,3,2,2,5,3,5,4,5,.88397250786018,.18814553788258
174,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,52,1,1,4,2,4,2,4,4,3,2,5,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,4,5,5,1,2,2,3,2,2,3,3,2,3,3,1,4,4,4,4,4,4,4,4,4,4,.890673197060631,.731281475435051
191,in the last year?,12/8/2017,12/8/2017,1,24,1,1,999,1,5,1,1,1,3,2,7,4,4,1,1,1,1,9,9,1,9,9,9,1,9,1,9,9,9,9,4,1,3,2,3,3,4,2,1,3,2,2,1,1,1,2,2,2,3,1,2,2,2,1,2,1,2,2,2,3,1.44621374531599,1.44543441141774
195,in the last year?,12/7/2017,12/7/2017,2,73,1,1,998,5,5,1,6,5,12,2,4,1,998,1,1,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,4,1,2,2,2,3,4,2,1,3,4,1,2,1,1,3,4,4,3,1,3,3,4,3,2,1,4,4,4,3,.947863861966739,.508559282354158
197,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,22,1,1,999,2,4,1,1,1,99,4,7,3,999,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,3,3,3,4,6,6,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,.957950642269501,.504121486594258
209,in the year since Donald Trump became President?,12/7/2017,12/8/2017,2,67,1,1,9,1,2,1,6,5,2,3,2,2,5,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,1,2,2,2,1,6,4,1,2,1,2,2,1,1,5,5,5,5,1,3,1,2,1,2,1,5,5,3,2,.947863861966739,2.000586938861
214,since the end of the Obama Administration?,12/9/2017,12/9/2017,1,27,1,1,7,1,7,1,2,2,99,2,7,1,4,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,5,1,3,3,3,2,3,3,1,1,2,3,3,1,1,2,2,3,2,1,3,3,4,2,2,2,2,2,2,2,.958052949542353,.394882709585899
222,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,59,1,1,1,5,2,1,5,5,8,1,7,1,1,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,3,3,3,5,1,2,3,3,2,1,3,3,3,3,3,1,2,3,3,2,2,2,3,2,2,3,.8995519469892,.361511393738446
234,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,35,1,1,9,1,4,5,3,3,5,3,2,6,5,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,1,2,1,5,5,1,4,2,2,3,3,2,3,3,3,3,1,4,2,3,3,3,3,3,3,3,4,.948576366544584,1.32596332650034
235,in the last year?,12/8/2017,12/8/2017,1,34,1,1,13,1,7,1,2,2,1,2,7,4,8,1,1,1,1,1,1,9,9,1,1,9,1,9,9,9,1,9,5,1,2,2,2,2,4,4,1,2,3,3,3,1,2,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,.958052949542353,.878817395717634
244,since the end of the Obama Administration?,12/10/2017,12/10/2017,1,51,1,1,4,2,6,1,4,4,2,1,3,2,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,1,2,2,2,3,5,3,1,4,2,2,4,1,2,2,2,4,2,1,4,2,2,4,2,2,2,2,4,2,.912285182231793,.869755746834744
245,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,74,1,1,4,5,3,7,6,5,2,2,4,2,8,1,1,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,2,1,2,2,2,2,4,4,1,2,3,2,3,1,1,2,2,3,2,1,3,3,3,3,2,2,3,3,4,4,.947863861966739,1.48920414068274
248,in the last year?,12/7/2017,12/7/2017,1,62,1,1,3,5,3,1,5,5,1,2,1,2,2,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,1,2,2,1,3,3,2,1,3,3,1,1,1,2,2,2,3,3,1,2,3,2,2,2,2,2,2,2,2,.8995519469892,1.46267772685771
250,in the last year?,12/7/2017,12/7/2017,2,61,1,1,998,5,6,1,5,5,99,2,4,1,998,1,1,1,9,9,1,1,1,9,1,9,9,9,9,9,9,9,5,1,2,2,2,2,4,4,1,3,3,3,2,1,1,2,3,4,3,1,3,3,3,2,2,2,2,3,3,3,.933800465601328,.245087473026052
252,in the last year?,12/8/2017,12/8/2017,2,75,1,1,5,5,4,7,6,5,2,1,1,2,4,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,2,2,2,1,3,3,2,3,1,2,2,2,3,2,1,4,3,2,3,1,2,2,2,3,3,.87073572077285,1.06857055537048
259,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,27,1,1,13,1,5,2,2,2,2,2,1,3,6,1,1,1,9,9,1,1,9,9,1,9,9,9,9,9,9,9,4,1,2,2,1,1,3,3,1,2,2,2,3,2,2,1,2,1,2,1,2,2,2,3,2,3,3,3,2,2,.929069533111936,1.47853594125964
277,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,65,1,1,5,5,7,7,6,5,98,1,1,2,4,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,3,4,4,1,4,3,2,2,1,2,3,3,4,3,1,3,3,2,2,1,2,3,3,3,3,.911245458937152,.265469681235571
279,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,65,1,1,1,5,2,1,6,5,1,2,5,1,1,1,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,4,2,1,2,2,2,2,1,2,2,2,2,3,1,2,3,2,2,2,2,3,3,3,3,.947863861966739,1.48419871901978
285,in the last year?,12/7/2017,12/7/2017,2,41,1,1,7,7,6,3,3,3,1,2,1,4,4,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,3,4,3,1,4,2,4,2,2,2,3,3,3,3,1,4,3,3,3,3,2,3,3,3,4,.948576366544584,.632220676514947
287,in the year since Donald Trump became President?,12/9/2017,12/9/2017,2,22,1,1,5,4,5,1,1,1,3,2,3,2,1,1,1,1,1,9,1,9,1,9,9,9,1,9,9,9,9,9,4,1,2,2,3,3,2,3,1,3,3,3,3,2,2,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,.957950642269501,.731129393070768
289,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,30,1,1,6,7,4,2,2,2,2,3,1,3,4,1,1,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,3,1,3,3,3,2,3,3,1,2,3,3,2,2,2,2,2,3,2,1,2,3,2,2,3,2,2,3,2,3,.929069533111936,1.86496991423483
301,in the last year?,12/8/2017,12/8/2017,1,58,1,1,10,2,4,1,5,5,98,3,5,3,7,1,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,3,3,4,2,1,3,3,4,2,2,2,2,3,2,3,1,3,3,4,2,3,2,2,2,2,3,.8995519469892,.516140211937754
307,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,48,1,1,2,7,2,1,4,4,2,2,7,1,1,1,1,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,1,1,2,3,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,4,2,.912285182231793,2.62405886883463
316,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,36,1,1,13,2,5,1,3,3,3,2,7,4,8,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,3,3,3,2,6,6,1,3,3,3,3,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,.948576366544584,.726640920421188
322,in the last year?,12/7/2017,12/7/2017,1,68,1,2,1,5,4,1,6,5,8,3,1,2,1,1,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,3,1,3,2,2,1,5,5,1,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,.840874151620704,.174741592943509
323,in the last year?,12/7/2017,12/7/2017,2,21,1,1,12,1,6,1,1,1,1,2,2,3,7,1,1,9,1,9,1,9,9,9,1,9,1,9,9,9,9,9,5,1,2,2,2,3,5,5,1,4,4,4,4,4,5,4,4,4,4,1,4,4,4,4,4,5,4,4,4,4,.957950642269501,.636125913799672
324,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,52,1,1,3,1,4,1,4,4,97,3,7,1,5,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,4,1,3,3,4,3,1,4,3,4,4,4,1,3,3,3,2,3,3,3,3,3,3,.912285182231793,.511356817972166
332,in the last year?,12/8/2017,12/8/2017,2,25,1,1,6,1,6,1,2,2,3,1,7,5,2,1,9,1,9,9,1,9,1,9,1,9,9,9,9,9,9,9,5,1,2,2,3,3,3,3,1,3,2,3,1,1,1,2,2,2,4,1,3,2,3,2,2,2,2,2,3,2,.929069533111936,.644840429761474
336,in the last year?,12/7/2017,12/7/2017,1,59,1,1,7,6,6,1,5,5,1,1,7,3,6,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,3,5,4,1,4,1,1,1,2,1,4,4,2,4,1,3,2,2,2,3,2,4,4,3,4,.8995519469892,.65129174752259
337,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,59,1,1,2,5,3,1,5,5,1,3,6,1,1,1,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,1,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,.933800465601328,1.22496791569733
338,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,82,1,1,2,5,4,1,6,5,2,3,5,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,2,3,3,4,1,4,3,2,4,1,3,3,3,4,2,1,4,3,2,4,2,3,3,3,4,3,.909153390366973,1.39900562929382
340,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,70,1,1,3,5,4,1,6,5,2,2,5,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,3,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,.947863861966739,1.16950964997662
350,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,54,1,1,11,2,4,7,4,4,1,2,2,2,4,1,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,3,1,2,3,3,2,4,2,1,3,2,3,2,1,2,2,2,2,3,1,3,2,2,2,3,2,3,3,3,3,.890673197060631,.88964372414625
351,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,35,1,1,10,1,5,1,3,3,2,2,1,2,3,1,1,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,4,1,3,2,3,3,2,2,1,3,2,2,2,1,1,1,2,4,1,1,3,2,3,3,2,2,2,2,3,1,.948576366544584,1.1915623581642
352,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,76,1,1,3,5,2,1,6,5,2,1,2,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,3,5,2,1,4,2,2,2,1,3,2,3,4,3,1,4,3,3,2,1,3,4,2,4,4,.87073572077285,1.82791847537845
362,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,32,1,1,7,1,7,3,2,2,99,1,1,4,4,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,5,1,4,4,4,4,6,6,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,.929069533111936,.352495258124749
363,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,31,1,1,11,1,6,3,2,2,5,2,1,5,7,1,1,9,1,1,1,9,9,1,1,1,9,9,1,1,1,9,5,1,2,2,1,2,2,3,1,1,1,1,1,5,5,1,5,1,1,1,2,2,2,1,1,1,1,1,2,2,.958052949542353,1.04505419974062
366,in the last year?,12/8/2017,12/8/2017,1,32,1,1,5,1,5,1,2,2,11,3,1,3,5,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,4,1,3,4,3,2,5,5,1,4,4,3,3,4,3,4,3,3,4,1,4,5,4,4,4,5,4,5,4,5,.958052949542353,.00376321934042856
371,in the last year?,12/9/2017,12/9/2017,1,22,1,1,2,4,4,1,1,1,12,1,2,2,1,1,1,1,9,9,9,9,9,9,9,1,9,1,9,1,1,9,3,1,3,2,2,3,4,3,1,3,2,3,2,2,1,3,3,3,4,1,3,3,3,2,3,2,3,3,2,3,1.44621374531599,1.63988343026384
375,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,39,1,1,9,1,3,3,3,3,3,1,1,5,4,1,9,9,1,9,9,9,9,9,9,9,1,9,1,9,9,9,2,1,2,2,1,2,3,4,1,3,1,3,2,2,1,2,2,2,3,1,3,2,2,2,1,2,3,1,3,2,.948576366544584,1.16710578237169
376,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,42,1,2,998,1,3,3,3,3,99,3,1,4,998,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,4,5,4,1,5,4,4,5,1,5,4,5,4,4,1,5,5,5,5,5,5,5,5,5,5,.901351672704224,.718315001598705
378,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,45,1,2,998,1,4,1,4,4,98,1,1,4,998,1,1,1,9,9,9,9,9,1,1,9,9,1,9,9,9,9,3,1,2,1,1,2,3,2,1,3,3,3,5,1,3,5,5,5,5,1,3,3,3,3,3,3,3,3,3,3,.841833581854047,.466103207180769
384,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,21,1,1,13,4,5,1,1,1,1,1,7,1,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,3,2,3,4,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,.957950642269501,.889458707671086
386,in the last year?,12/8/2017,12/8/2017,2,32,1,2,11,7,3,3,2,2,3,4,2,4,5,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,1,2,2,2,3,4,2,1,2,2,3,2,1,1,3,3,3,3,1,3,2,2,2,2,2,2,2,3,3,.857321754298062,1.32002869493897
391,in the last year?,12/9/2017,12/9/2017,1,32,1,1,9,1,2,2,2,2,2,2,1,3,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,3,3,3,2,3,3,1,3,2,2,2,2,3,2,2,2,2,1,3,3,3,2,2,3,3,3,3,3,.958052949542353,3.57388265330241
393,since the end of the Obama Administration?,12/7/2017,12/8/2017,1,30,1,1,7,1,6,1,2,2,2,2,7,6,2,1,1,1,1,9,1,1,9,1,1,9,9,1,9,9,1,9,5,1,1,1,1,2,4,4,1,1,2,2,1,1,2,2,1,2,2,1,3,3,4,4,4,3,3,4,3,3,.958052949542353,1.18457897920684
394,in the last year?,12/8/2017,12/8/2017,1,24,1,1,2,4,5,1,1,1,98,4,7,1,2,1,1,1,9,9,1,9,9,1,9,9,1,9,9,9,9,9,4,1,2,2,2,3,4,5,1,3,2,2,2,2,3,3,2,3,3,1,3,3,3,2,3,4,3,3,4,4,1.44621374531599,.79013156191766
396,in the last year?,12/7/2017,12/7/2017,1,37,1,1,7,1,2,2,3,3,3,2,7,3,3,1,9,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,1,2,2,2,4,3,4,1,2,3,2,3,3,2,2,3,2,2,1,4,4,4,4,4,4,4,4,4,4,.976784239441839,1.93668536069793
398,since the end of the Obama Administration?,12/9/2017,12/9/2017,1,33,1,1,998,1,6,1,2,2,98,2,1,2,5,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,5,1,2,2,4,2,4,4,1,3,3,4,2,3,2,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,.958052949542353,.394882709585899
407,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,66,1,1,998,5,4,7,6,5,1,2,1,2,998,1,1,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,4,2,1,3,3,3,2,1,2,3,3,3,3,1,3,3,3,3,2,2,3,3,3,3,.947863861966739,.867637737035709
414,in the last year?,12/8/2017,12/8/2017,1,41,1,1,998,1,5,5,3,3,2,1,1,6,7,1,1,9,1,1,1,9,9,1,1,9,9,9,9,9,9,9,4,1,2,2,3,3,4,4,1,4,3,4,4,2,2,2,2,3,3,1,3,3,3,3,2,3,2,2,3,3,.976784239441839,1.47184619759397
428,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,48,1,2,1,7,2,1,4,4,12,2,7,3,8,1,1,1,9,1,1,9,9,1,9,9,9,9,9,9,9,9,1,1,2,3,3,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,.841833581854047,1.31192598549107
429,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,67,1,1,12,1,6,7,6,5,3,2,5,1,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,1,5,4,1,3,2,2,2,1,3,2,3,3,3,1,3,2,3,2,2,3,2,2,3,3,.947863861966739,.404374944359639
439,in the last year?,12/9/2017,12/9/2017,1,30,1,1,5,1,5,2,2,2,1,2,1,3,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,4,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,3,1,3,2,2,2,.958052949542353,1.22880041217758
444,in the last year?,12/8/2017,12/8/2017,2,61,1,1,2,5,2,7,5,5,1,2,1,2,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,1,2,2,2,3,4,2,1,2,2,2,2,1,2,2,2,2,2,1,3,3,3,3,2,3,3,3,3,3,.933800465601328,1.6456137514796
445,in the last year?,12/8/2017,12/8/2017,1,48,1,1,7,8,5,3,4,4,2,2,1,4,4,1,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,.912285182231793,1.21613002361158
447,since the end of the Obama Administration?,12/7/2017,12/8/2017,2,47,1,1,7,1,5,3,4,4,2,2,1,4,4,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,2,2,2,1,3,3,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,.890673197060631,.950695749266617
